task,baseline_task,baseline_source,baseline_sha256,baseline_serialized_size,baseline_valid,baseline_preflight_ok,baseline_known_right,baseline_known_wrong,baseline_known_skipped,baseline_known_errors,baseline_known_total_seen,baseline_memory,baseline_params,baseline_cost,baseline_score,baseline_node_count,baseline_initializer_count,baseline_error,baseline_warnings,candidate_task,candidate_source,candidate_sha256,candidate_serialized_size,candidate_valid,candidate_preflight_ok,candidate_known_right,candidate_known_wrong,candidate_known_skipped,candidate_known_errors,candidate_known_total_seen,candidate_memory,candidate_params,candidate_cost,candidate_score,candidate_node_count,candidate_initializer_count,candidate_error,candidate_warnings,differential_requested,differential_executable,differential_raw_equal,differential_threshold_equal,differential_mismatches,differential_skipped_both_failed,differential_skipped_one_failed,differential_max_abs_difference,differential_first_mismatch,cost_reduction,projected_gain,verdict,reasons
379,379,baseline,ff2b1a2519569998f6e731a220ae4cd9d7a989fc400e9d125c0da7bb4396b593,4500,True,True,266,0,0,0,266,1570,385,1955,17.421854527580535,68,29,,[],379,candidate,fc42b81f8b3e2ec85bfe4741ed3a37cb48fc33492c5cc319bd0fc29dacc4858d,4557,True,True,266,0,0,0,266,1570,382,1952,17.423390233026964,68,29,,[],500,500,500,500,0,0,0,0.0,,3,0.0015357054464288922,ACCEPT_STRICT,[]
