task,baseline_task,baseline_source,baseline_sha256,baseline_serialized_size,baseline_valid,baseline_preflight_ok,baseline_known_right,baseline_known_wrong,baseline_known_skipped,baseline_known_errors,baseline_known_total_seen,baseline_memory,baseline_params,baseline_cost,baseline_score,baseline_node_count,baseline_initializer_count,baseline_error,baseline_warnings,candidate_task,candidate_source,candidate_sha256,candidate_serialized_size,candidate_valid,candidate_preflight_ok,candidate_known_right,candidate_known_wrong,candidate_known_skipped,candidate_known_errors,candidate_known_total_seen,candidate_memory,candidate_params,candidate_cost,candidate_score,candidate_node_count,candidate_initializer_count,candidate_error,candidate_warnings,differential_requested,differential_executable,differential_raw_equal,differential_threshold_equal,differential_mismatches,differential_skipped_both_failed,differential_skipped_one_failed,differential_max_abs_difference,differential_first_mismatch_case,differential_first_mismatch_grid_shape,differential_first_mismatch_baseline_error,differential_first_mismatch_candidate_error,cost_reduction,projected_gain,verdict,reasons
158,158,baseline,24eb1f1d238ea5087b1372d3fb322865c181026fb4997379cc58fab35c39381b,13295,True,True,266,0,0,0,266,7483,332,7815,16.036199757144423,112,35,,[],158,candidate,24e58dbce2a09e42e4d5929d9970f77451e396ce7fea71ea0952dbb4165ab7c0,20701,True,True,266,0,0,0,266,6736,921,7657,16.056624458886876,175,46,,[],500,157,93,93,64,1,342,1.0,0,"[5,30]",,"InvalidArgument(""[ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Non-zero status code returned while running Gather node. Name:'safe_name_198' Status Message: indices element out of data bounds, idx=45 must be within the inclusive range [-11,10]"")",158,0.02042470174245281,ACCEPT_STRICT,[]
