task,baseline_task,baseline_source,baseline_sha256,baseline_serialized_size,baseline_valid,baseline_preflight_ok,baseline_known_right,baseline_known_wrong,baseline_known_skipped,baseline_known_errors,baseline_known_total_seen,baseline_memory,baseline_params,baseline_cost,baseline_score,baseline_node_count,baseline_initializer_count,baseline_error,baseline_warnings,candidate_task,candidate_source,candidate_sha256,candidate_serialized_size,candidate_valid,candidate_preflight_ok,candidate_known_right,candidate_known_wrong,candidate_known_skipped,candidate_known_errors,candidate_known_total_seen,candidate_memory,candidate_params,candidate_cost,candidate_score,candidate_node_count,candidate_initializer_count,candidate_error,candidate_warnings,differential_requested,differential_executable,differential_raw_equal,differential_threshold_equal,differential_mismatches,differential_skipped_both_failed,differential_skipped_one_failed,differential_max_abs_difference,differential_first_mismatch_case,differential_first_mismatch_grid_shape,differential_first_mismatch_different_threshold_cells,differential_first_mismatch_raw_equal,cost_reduction,projected_gain,verdict,reasons
398,398,baseline,741d07c3cd4fa9cfe363aeb30573cb97edda0881857abeb5ae096b77773018e4,1965,True,True,268,0,0,0,268,144,206,350,19.142066845516542,5,12,,[],398,candidate,5a9ff2fb8fd5efed49a3dd1790973b2386bbd636a2eb33e02fc663c93198d25a,1947,True,True,268,0,0,0,268,144,203,347,19.15067522005314,5,11,,[],500,500,83,497,3,0,0,2.028240960365167e+31,167,"[1,6]",14,False,3,0.008608374536599683,ACCEPT_STRICT,[]
