rank,task,hash,cost,score,archetype
279,task381,ef135b50,92,20.4782,get_pixel|overlaps
280,task203,85c4e7cd,90,20.5002,
281,task039,2013d3e2,89,20.5114,
282,task050,253bf280,88,20.5227,
283,task147,67385a82,88,20.5227,edgefree_pixels|random_pixels
284,task356,ded97339,88,20.5227,random_pixels
285,task360,e3497940,86,20.5457,
286,task070,32597951,83,20.5812,all_pixels
287,task254,a61f2674,82,20.5933,
288,task040,2204b7a8,80,20.6180,transpose
289,task078,3906de3d,80,20.6180,
290,task095,4258a5f9,80,20.6180,overlaps
291,task176,7447852a,80,20.6180,
292,task292,ba26e723,80,20.6180,
293,task294,bb43febb,80,20.6180,apply_gravity
294,task320,ce9e57f2,80,20.6180,
295,task332,d406998b,80,20.6180,
296,task003,017c7c7b,79,20.6306,all_pixels
297,task141,623ea044,78,20.6433,
298,task171,6f8cd79b,78,20.6433,
299,task229,9565186b,78,20.6433,square_with_unique_max_color
300,task236,99b1bc43,78,20.6433,random_pixels
301,task248,a3df8b1e,78,20.6433,bounce
302,task128,5521c0d9,76,20.6693,overlaps
303,task007,05269061,74,20.6959,
304,task028,1bfc4729,72,20.7233,
305,task144,6430c8c4,72,20.7233,random_pixels
306,task227,94f9d214,72,20.7233,random_pixels
307,task318,ce4f8723,72,20.7233,random_pixels
308,task235,995c5fa3,71,20.7373,
309,task211,8d5021e8,70,20.7515,random_pixels
310,task215,8eb1be9a,70,20.7515,conway_sprite|draw
311,task322,d037b0a7,70,20.7515,
312,task026,1b2d62fb,69,20.7659,grid_intersect|random_pixels
313,task231,963e52fc,69,20.7659,draw
314,task120,50cb2852,68,20.7805,overlaps
315,task258,a699fb00,68,20.7805,
316,task375,ea786f4a,68,20.7805,
317,task274,b0c4d837,67,20.7953,
318,task104,4522001f,66,20.8103,
319,task181,760b3cac,65,20.8256,connected|conway_sprite|flip_horiz
320,task022,137eaa0f,64,20.8411,
321,task152,67e8384a,62,20.8729,
322,task386,f2829549,61,20.8891,random_pixels
323,task142,62c24649,60,20.9057,
324,task261,a79310a0,60,20.9057,random_pixels
325,task267,aabf363d,60,20.9057,continuous_creature
326,task298,bda2d7a6,60,20.9057,
327,task380,ed36ccf7,60,20.9057,all_pixels
328,task339,d631b094,59,20.9225,all_pixels
329,task244,9f236235,57,20.9569,create_linegrid|flip_horiz|random_pixels
330,task249,a416b8f3,57,20.9569,random_pixels
331,task139,60b61512,56,20.9746,conway_sprite|diagonally_connected|transpose_inverted
